sample_key,video_id,clip_id,official_text,source_mp4_sha256,text_present,audio_present,video_present,text_content_valid,audio_speech_valid,vision_feature_valid,face_feature_valid,audio_visual_time_valid,text_audio_correspondence,text_av_time_mapping_status,alignment_mode,zero_duration_word_count,mapping_fail_count,alignment_probability_summary,alignment_structurally_valid_words,alignment_official_word_count,alignment_diagnostic_status,human_review_required,human_review_status,human_evidence_source,asr_screen_flag,asr_word_error_rate,asr_text,audio_rms,audio_max_abs,video_frame_count,face_detected_frame_count,face_detection_ratio,audio_coverage_start_sec,audio_coverage_end_sec,video_coverage_start_sec,video_coverage_end_sec,av_overlap_sec,anomaly_type,notes
-UacrmKiTn4$_$4,-UacrmKiTn4,4,Just given to their own devices they are not going to read the textbook.,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":14,""min"":0.04974812641739845,""median"":0.9818229079246521,""mean"":0.8196953878338847,""lt_0_1_count"":1,""lt_0_01_count"":0}",14,14,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, just given to their own devices. They are not going to read the textbook.,0.036129420886220724,0.3695080280303955,142,0,0.0,0.0,4.6819375,0.0,4.733333333333333,4.6819375,NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,^it's amazing to see their enthusiasm and their passion,f578b305d53bc152702f5e771de0fcd12d1e9aaefc5cefce3d2082a417aab7c8,1,1,1,1,1,1,1,1,confirmed_match,word_valid,TRI_MODAL_WORD_VALID,0,0,"{""count"":9,""min"":0.3177326155289393,""median"":0.9895289540290833,""mean"":0.8557930205992458,""lt_0_1_count"":0,""lt_0_01_count"":0}",9,9,completed,0,confirmed_match,prefreeze_transcript_audio_2026-09-24/human_review.json,CLOSE_BY_HEURISTIC,0.0, It's amazing to see their enthusiasm and their passion.,0.06257813549623599,0.4753493368625641,109,54,0.4954128440366973,0.0,3.575875,0.0,3.6999999999999997,3.575875,,
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,^And all of them are really being able to explore ^these different areas in depth ^in a way that really wasn't available ^before the center was here,d5bbda38fcec15817d2b87bab5dcc559d6d425f7d28a82e6c32d13f14b48650c,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":27,""min"":0.12552718599363288,""median"":0.9749183654785156,""mean"":0.8594274655277803,""lt_0_1_count"":0,""lt_0_01_count"":0}",27,27,completed,1,pending,,CLOSE_BY_HEURISTIC,0.10714285714285714, and all of them are really being able to explore these different areas in depth in a way that really wasn't available before the center was here. The work that,0.07531564981226996,0.9123340845108032,309,14,0.045307443365695796,0.0,10.2675,0.0,10.333333333333334,10.2675,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-UuX1xuaiiE$_$3,-UuX1xuaiiE,3,My goal is to become a human rights lawyer,eddb408f25bdc13e6de2fb74caeed709cb7a8f00640e7897135330437f66a2aa,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":9,""min"":0.28438800573349,""median"":0.9924734830856323,""mean"":0.9137754109170702,""lt_0_1_count"":0,""lt_0_01_count"":0}",9,9,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, My goal is to become a human rights lawyer.,0.08212891897684067,0.5342822074890137,123,122,0.991869918699187,0.0,4.038375,0.0,4.1,4.038375,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-UuX1xuaiiE$_$6,-UuX1xuaiiE,6,"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues",f0131ac00e44410fbd32c547a0d421c2791172434fc0203bb969abe14a530532,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":22,""min"":0.2100973129272461,""median"":0.9839210510253906,""mean"":0.8848743574185804,""lt_0_1_count"":0,""lt_0_01_count"":0}",22,22,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, I ended up going to work for the US government as an intelligence analyst specializing in war crimes and human rights issues.,0.06931347390687131,0.6067687273025513,240,239,0.9958333333333333,0.0,7.9438125,0.0,8.1,7.9438125,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-a55Q6RWvTA$_$3,-a55Q6RWvTA,3,"And if you clip coupons, if you don't go out for dinner and movies and things of that nature and try to take up things in life that, well, they always say, ""the best things in life are free"". Reading a book, going for a nice walk, and, of course, combining exercise and various things of that nature where you're not spending money per se.",15d029fc15f50b268b98f1e8abc65e45582e638c13a018d7aa74a18373275946,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":65,""min"":0.031166857108473778,""median"":0.9607633948326111,""mean"":0.8506972870287987,""lt_0_1_count"":1,""lt_0_01_count"":0}",64,65,completed,1,pending,,CLOSE_BY_HEURISTIC,0.014925373134328358," And if you clip coupons, if you don't go out for dinner and movies and things of that nature, and try to take up things in life that well, they always say the best things in life are free. Reading a book, going for a nice walk, and of course combining exercise and various things that nature where you're not spending money per se.",0.12191139767963872,0.7863348722457886,664,664,1.0,0.0,22.0833125,0.0,22.133333333333336,22.0833125,ZERO_DURATION_WORD,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-aNfi7CP8vM$_$7,-aNfi7CP8vM,7,"Maybe they have no political party affiliation, they're not interested in politics, they could care less about politics.",0b6389f45bb966113c65a11998c6e7facdd24c8c42acf2e8cf32e0f2139402e1,1,1,1,1,1,1,1,1,confirmed_match,word_valid,TRI_MODAL_WORD_VALID,0,0,"{""count"":18,""min"":0.04820636287331581,""median"":0.937097042798996,""mean"":0.8161478591048055,""lt_0_1_count"":1,""lt_0_01_count"":0}",18,18,completed,0,confirmed_match,prefreeze_transcript_audio_2026-09-24/human_review.json,CLOSE_BY_HEURISTIC,0.0, Maybe they have no political party affiliation. They're not interested in politics. They could care less about politics.,0.04931805206438525,0.5365663766860962,257,257,1.0,0.0,8.5376875,0.0,8.666666666666666,8.5376875,,
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0,"In 2008, there were very serious tribal warfare in Kenya following a disputed election.",6f6e674bbba4353399e9e7825217f37e6d8ca1adf9675f33cf37106f31c55548,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,2,0,"{""count"":14,""min"":1.1275024007773027e-06,""median"":0.8883397281169891,""mean"":0.7627662235768834,""lt_0_1_count"":2,""lt_0_01_count"":1}",12,14,completed,1,pending,,MODERATE_DISAGREEMENT_REVIEW,0.5714285714285714," In 2008, there were very serious tribal warfare in Kenya, and even as the following disputed elections. And even...",0.018115645557327465,0.1871657818555832,329,329,1.0,0.0,10.8901875,0.0,11.0,10.8901875,ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-dxfTGcXJoc$_$0,-dxfTGcXJoc,0,"This is Governor Steve Beshear ... About Kentucky Our state is home to more than 1,500 bioscience and lifescience companies and more than 100,000 people who work for these firms, in areas from nutrigenomics and pharmaceuticals to nanotechnology and medical devices.",04bd0be907fb46c613f926fe1b06bc2c3b30881c293156510baa34a4105ade55,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":40,""min"":0.045284807682037354,""median"":0.9719312191009521,""mean"":0.8621201531398887,""lt_0_1_count"":1,""lt_0_01_count"":0}",40,40,completed,1,pending,,CLOSE_BY_HEURISTIC,0.047619047619047616," This is Governor Steve Beshear about Kentucky. Our state is home to more than 1,500 bioscience and life science companies and more than 100,000 people who work for these firms, in areas from nutrigenomics and pharmaceuticals to nanotechnology and medical devices.",0.07103962965812381,0.6127868890762329,615,479,0.7788617886178861,0.0,20.410375,0.0,20.533333333333335,20.410375,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-dxfTGcXJoc$_$1,-dxfTGcXJoc,1,"For the 10th straight year, some of Kentucky’s best and most innovative biotech companies and technologies were on display at the annual BIO International Convention, which I and other state officials attended this week in Chicago.",b5ffdc98a4a98b8f0aae55dee5fed66a43bcb129f47a250a004c1cc74e572595,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":36,""min"":0.3001216650009155,""median"":0.9316793382167816,""mean"":0.8449995290997031,""lt_0_1_count"":0,""lt_0_01_count"":0}",36,36,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0," For the 10th straight year, some of Kentucky's best and most innovative biotech companies and technologies were on display at the annual BIO International Convention, which I and other state officials attended this week in Chicago.",0.09479235717977304,0.9194031357765198,482,482,1.0,0.0,16.018125,0.0,16.133333333333336,16.018125,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-dxfTGcXJoc$_$2,-dxfTGcXJoc,2,"An estimated 20,000 biotech scientists, executives and industry experts from more than 50 nations were at the BIO conference to learn about the latest scientific advances, and to exchange ideas and establish business relationships.",46a5e523b5dd00364c99a3bcbc6fae4c80e1382a84b5b5e681c46eb074ed10f7,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":34,""min"":0.10939732193946838,""median"":0.9383414834737778,""mean"":0.8247437919033508,""lt_0_1_count"":0,""lt_0_01_count"":0}",34,34,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0," An estimated 20,000 biotech scientists, executives, and industry experts from more than 50 nations were at the Bio Conference to learn about the latest scientific advances and to exchange ideas and establish business relationships.",0.09954609874416859,0.9318382740020752,500,500,1.0,0.0,16.6331875,0.0,16.666666666666668,16.6331875,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-dxfTGcXJoc$_$6,-dxfTGcXJoc,6,Kentucky’s participation at the annual BIO International Convention is the primary means by which our high-tech companies and institutions can reach out to the global scientific community.,55c1ff86729ab21da743a5107ed07b220e41b4193cd1c0ba9f009e65c3ab0513,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":27,""min"":0.2298666437709398,""median"":0.985559344291687,""mean"":0.9029343494763494,""lt_0_1_count"":0,""lt_0_01_count"":0}",27,27,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, Kentucky's participation at the annual Bio International Convention is the primary means by which our high-tech companies and institutions can reach out to the global scientific community.,0.08683252979513495,0.9218583106994629,381,380,0.9973753280839895,0.0,12.6284375,0.0,12.733333333333333,12.6284375,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-egA8-b7-3M$_$1,-egA8-b7-3M,1,I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses who want to become Legal Nurse Consultants.,589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,2,0,"{""count"":20,""min"":0.039341770112514496,""median"":0.9445277750492096,""mean"":0.7918187222133081,""lt_0_1_count"":1,""lt_0_01_count"":0}",18,20,completed,1,pending,,CLOSE_BY_HEURISTIC,0.05, I have started a successful legal nurse consulting business in 1989. I mentor nurses who want to become legal nurse consultants.,0.048327031000493084,0.26530495285987854,306,306,1.0,0.0,10.15625,0.0,10.233333333333333,10.15625,ZERO_DURATION_WORD,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-egA8-b7-3M$_$13,-egA8-b7-3M,13,"What are you doing that's different?"" They always want an answer.",cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":11,""min"":0.07911381870508194,""median"":0.9357832968235016,""mean"":0.8241337837058712,""lt_0_1_count"":1,""lt_0_01_count"":0}",11,11,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, What are you doing that's different? They always want an answer.,0.04262831724687577,0.24927467107772827,123,123,1.0,0.0,4.023875,0.0,4.166666666666667,4.023875,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-egA8-b7-3M$_$16,-egA8-b7-3M,16,"Third, another big benefit of exhibiting is connecting with existing clients.",4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":11,""min"":0.46152587374672294,""median"":0.9597492814064026,""mean"":0.8846540194936097,""lt_0_1_count"":0,""lt_0_01_count"":0}",11,11,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0," Third, another big benefit of exhibiting is connecting with existing clients.",0.04807168891623236,0.2700008451938629,166,166,1.0,0.0,5.483,0.0,5.533333333333333,5.483,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-egA8-b7-3M$_$17,-egA8-b7-3M,17,"As you have more experience, you have more times exhibiting, you get to know more people.",f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":16,""min"":0.07514753192663193,""median"":0.9771658480167389,""mean"":0.8348046164028347,""lt_0_1_count"":1,""lt_0_01_count"":0}",16,16,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0," As you have more experience, you have more times exhibiting. You get to know more people.",0.04434374962079625,0.24504904448986053,215,215,1.0,0.0,7.09525,0.0,7.266666666666667,7.09525,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-egA8-b7-3M$_$18,-egA8-b7-3M,18,It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":22,""min"":0.036462828516960144,""median"":0.9846775531768799,""mean"":0.9125528315251524,""lt_0_1_count"":1,""lt_0_01_count"":0}",22,22,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,0.04630886102346086,0.2563006281852722,250,250,1.0,0.0,8.2656875,0.0,8.366666666666667,8.2656875,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-egA8-b7-3M$_$20,-egA8-b7-3M,20,"Now you've got a face that you can connect with a voice, and that makes you closer to that client.",719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":20,""min"":0.08424214273691177,""median"":0.985254555940628,""mean"":0.8857076611369848,""lt_0_1_count"":1,""lt_0_01_count"":0}",20,20,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, Now you've got a face that you can connect with a voice and that makes you closer to that client.,0.03908696045268337,0.26146870851516724,196,196,1.0,0.0,6.4744375,0.0,6.633333333333333,6.4744375,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-egA8-b7-3M$_$26,-egA8-b7-3M,26,We're updating it all the time and looking forward to your comments on our videos.,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":15,""min"":0.4605809170752764,""median"":0.9905648231506348,""mean"":0.9241286914795637,""lt_0_1_count"":0,""lt_0_01_count"":0}",15,15,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0, We're updating it all the time and looking forward to your comments on our videos.,0.043997756899678823,0.24350781738758087,179,179,1.0,0.0,5.9205625,0.0,6.0,5.9205625,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-egA8-b7-3M$_$6,-egA8-b7-3M,6,First exhibiting is a wonderful opportunity to network with other legal vendors.,2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":12,""min"":0.07613417506217957,""median"":0.9812657535076141,""mean"":0.8182077159484228,""lt_0_1_count"":1,""lt_0_01_count"":0}",12,12,completed,1,pending,,CLOSE_BY_HEURISTIC,0.0," First, exhibiting is a wonderful opportunity to network with other legal vendors.",0.043465391957840334,0.2607860863208771,187,187,1.0,0.0,6.183125,0.0,6.233333333333333,6.183125,,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-egA8-b7-3M$_$9,-egA8-b7-3M,9,"Secondly, another goal of exhibiting  is building your company image.",bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c,1,1,1,1,1,1,1,1,confirmed_match,word_valid,TRI_MODAL_WORD_VALID,0,0,"{""count"":10,""min"":0.00044418101242627017,""median"":0.9452998489141464,""mean"":0.7852566241966997,""lt_0_1_count"":1,""lt_0_01_count"":1}",10,10,completed,0,confirmed_match,prefreeze_transcript_audio_2026-09-24/human_review.json,CLOSE_BY_HEURISTIC,0.0," Secondly, another goal of exhibiting is building your company image.",0.04972683503552528,0.2567926049232483,150,150,1.0,0.0,4.936125,0.0,5.066666666666666,4.936125,,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,"Discussion, how to discuss ideas and opinions more effectively than a native speaker",997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7,1,1,1,1,unknown,1,1,1,unknown,unverified,UNCERTAIN_REVIEW,6,0,"{""count"":13,""min"":9.157999011222273e-05,""median"":0.00257212296128273,""mean"":0.011751093703891841,""lt_0_1_count"":13,""lt_0_01_count"":9}",7,13,completed,1,pending,,HIGH_DISAGREEMENT_REVIEW,0.9230769230769231, to follow just one vision. I've never wondered how a single brain,0.08975383742487553,0.9799197912216187,153,36,0.23529411764705882,0.0,6.3328125,0.0,6.381366666666667,6.3328125,ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD,Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,"Picture this, before we actually start hacking, we’re in a room formal setting",0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,7,0,"{""count"":13,""min"":0.0,""median"":0.003778075580143536,""mean"":0.019007944893647714,""lt_0_1_count"":12,""lt_0_01_count"":8}",6,13,completed,1,pending,,HIGH_DISAGREEMENT_REVIEW,1.2142857142857142, the majority of an entire nation to believe and trust his or her words. Isn't that?,0.0783068953190596,0.7873237133026123,176,0,0.0,0.0,7.3085625,0.0,7.3406666666666665,7.3085625,ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-iRBcNs9oI8$_$3,-iRBcNs9oI8,3,"Well, it is the secret of power pose",39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,4,0,"{""count"":8,""min"":2.6300344870833214e-06,""median"":0.017169893719255924,""mean"":0.08518052990820024,""lt_0_1_count"":6,""lt_0_01_count"":3}",4,8,completed,1,pending,,HIGH_DISAGREEMENT_REVIEW,1.75," is going to help you on your tests, such as TOEFL, IELTS, or university.",0.09767385546239762,1.018396019935608,167,0,0.0,0.0,5.53825,0.0,5.6056,5.53825,ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-iRBcNs9oI8$_$6,-iRBcNs9oI8,6,What is a power pose,030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,2,0,"{""count"":5,""min"":8.842627721605822e-06,""median"":0.00020056897483300418,""mean"":0.01428453606349649,""lt_0_1_count"":5,""lt_0_01_count"":3}",3,5,completed,1,pending,,HIGH_DISAGREEMENT_REVIEW,1.8, help you if you have an English job interview.,0.09738378028865924,0.7747135162353516,85,0,0.0,0.0,2.8204375,0.0,2.8695333333333335,2.8204375,ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,"Well, for starters, let's look at the word ""power""",cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081,1,1,1,1,1,0,0,1,confirmed_mismatch,unavailable,AV_VALID_TEXT_UNALIGNED,4,0,"{""count"":9,""min"":0.0,""median"":0.008914310485124588,""mean"":0.14848332259417577,""lt_0_1_count"":5,""lt_0_01_count"":5}",5,9,completed,0,confirmed_mismatch,additional_controls_2026-09-24/诊断报告.md,HIGH_DISAGREEMENT_REVIEW,1.0, and the secret will also help you if you ever,0.10454904203971555,0.9167193174362183,120,0,0.0,0.0,4.00575,0.0,4.070733333333333,4.00575,HUMAN_CONFIRMED_TEXT_AUDIO_MISMATCH;ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Previous user listening found official text inconsistent with actual speech. Frozen MediaPipe returned no usable face blendshape set; source video remains present.
-iRBcNs9oI8$_$8,-iRBcNs9oI8,8,"I've drawn this man here, and if you can tell, he has a lot of big muscles, he looks very strong",72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,9,0,"{""count"":21,""min"":0.0,""median"":0.02600831724703312,""mean"":0.07879145800606716,""lt_0_1_count"":16,""lt_0_01_count"":9}",12,21,completed,1,pending,,HIGH_DISAGREEMENT_REVIEW,1.0454545454545454," ever decide to ask out that special someone. So what is the secret I'm telling you about? Well, it is the secret.",0.10423169430876487,1.1039882898330688,241,0,0.0,0.0,8.0260625,0.0,8.074733333333333,8.0260625,ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-iRBcNs9oI8$_$9,-iRBcNs9oI8,9,Power is similar to strength,352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,2,0,"{""count"":5,""min"":0.0,""median"":2.8456792279030196e-05,""mean"":0.008079307915977552,""lt_0_1_count"":5,""lt_0_01_count"":4}",3,5,completed,1,pending,,HIGH_DISAGREEMENT_REVIEW,1.0, of power pose.,0.16883957964073706,1.3061777353286743,102,0,0.0,0.0,3.3740625,0.0,3.4034,3.3740625,ASR_REVIEW_SIGNAL;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-lzEya4AM_4$_$5,-lzEya4AM_4,5,"If it falls into oh any of those three categories, inducing nausea and vomiting would be your next step.",3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,1,0,"{""count"":19,""min"":2.777695954137016e-05,""median"":0.9452539384365082,""mean"":0.7553580392192855,""lt_0_1_count"":3,""lt_0_01_count"":1}",18,19,completed,1,pending,,CLOSE_BY_HEURISTIC,0.05263157894736842," If it falls into any of those three categories, inducing, nausea and vomiting would be your next step.",0.07040603209365437,0.8165898323059082,229,0,0.0,0.0,7.5696875,0.0,7.666666666666667,7.5696875,ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-lzEya4AM_4$_$6,-lzEya4AM_4,6,"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.",ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18,1,1,1,1,unknown,0,0,1,unknown,unverified,UNCERTAIN_REVIEW,0,0,"{""count"":43,""min"":0.006177375093102455,""median"":0.9776083827018738,""mean"":0.8723152855107951,""lt_0_1_count"":2,""lt_0_01_count"":1}",43,43,completed,1,pending,,CLOSE_BY_HEURISTIC,0.046511627906976744, If the product or poison is some type of petroleum product or corrosive product You would not attempt to induce vomiting and nausea as it's the product burned on the way down It could cause damage and burning on the way back up,0.06099728885119933,0.7601232528686523,443,0,0.0,0.0,14.740375,0.0,14.766666666666666,14.740375,NO_USABLE_FACE_FEATURE,Frozen MediaPipe returned no usable face blendshape set; source video remains present. Human transcript/audio content review is pending; ASR and alignment scores are diagnostic only.
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,1,There are a dozen or more hands on techniques that we can do,c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b,1,1,1,1,0,0,0,1,no_speech,clip_only,TRI_MODAL_WITH_AUDIO_CONTENT_INVALID,13,0,"{""count"":13,""min"":0.0,""median"":0.0,""mean"":0.0,""lt_0_1_count"":13,""lt_0_01_count"":13}",0,13,completed,0,confirmed_silent,prefreeze_transcript_audio_2026-09-24/human_review.json,DIGITAL_SILENCE,1.0,,0.0,0.0,182,0,0.0,0.0,6.0545,0.0,6.072733333333334,6.0545,DIGITAL_SILENCE;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Decoded original audio is exactly zero; the audio stream is present and preserved. Frozen MediaPipe returned no usable face blendshape set; source video remains present.
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,So physical therapists and chiropractors will do joint manipulations and mobilizations,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28,1,1,1,1,0,0,0,1,no_speech,clip_only,TRI_MODAL_WITH_AUDIO_CONTENT_INVALID,11,0,"{""count"":11,""min"":0.0,""median"":0.0,""mean"":0.0,""lt_0_1_count"":11,""lt_0_01_count"":11}",0,11,completed,0,confirmed_silent,prefreeze_transcript_audio_2026-09-24/human_review.json,DIGITAL_SILENCE,1.0,,0.0,0.0,171,0,0.0,0.0,5.7016875,0.0,5.7057,5.7016875,DIGITAL_SILENCE;ZERO_DURATION_WORD;NO_USABLE_FACE_FEATURE,Decoded original audio is exactly zero; the audio stream is present and preserved. Frozen MediaPipe returned no usable face blendshape set; source video remains present.
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,They are all very safe,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d,1,1,1,1,1,1,1,1,confirmed_mismatch,unavailable,AV_VALID_TEXT_UNALIGNED,0,0,"{""count"":5,""min"":0.00043593437294475734,""median"":0.006236241664737463,""mean"":0.029877942049643023,""lt_0_1_count"":5,""lt_0_01_count"":3}",5,5,completed,0,confirmed_mismatch,editlist_audio_review_2026-09-24/诊断报告.md,HIGH_DISAGREEMENT_REVIEW,1.4, that we all want to approach. Really any.,0.08151045712943973,0.48196977376937866,67,67,1.0,0.0,2.228125,0.0,2.2355666666666667,2.228125,HUMAN_CONFIRMED_TEXT_AUDIO_MISMATCH;ASR_REVIEW_SIGNAL,Previous user listening found official text inconsistent with actual speech.
