sample_key,video_id,clip_id,source_relpath,source_mp4_sha256,source_mp4_bytes,official_text,official_text_sha256,source_label_xlsx_sha256,duration_proxy_sec,word_count_proxy,shared_t0_sec,alignment_trace_sha256
-egA8-b7-3M$_$6,-egA8-b7-3M,6,-egA8-b7-3M/6.mp4,2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0,446118,First exhibiting is a wonderful opportunity to network with other legal vendors.,b98c6975a7f19c8f12491fc3bb3d8d605950b41615c28e4631c3363aefbe8de6,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.264974,12,0.0,5bdecd21f3e03bd12dcffe1da8602e6ede93e24a1c0b742e379bab54b719ed8f
-egA8-b7-3M$_$9,-egA8-b7-3M,9,-egA8-b7-3M/9.mp4,bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c,581652,"Secondly, another goal of exhibiting  is building your company image.",8200dcc9204cbda2b4c2f4dc70ed0f502f5160841a03fe67d16870219cf30d90,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.089974,10,0.0,e2582d247aa76e51c97bd8ba6804950b0de685944f3437e184fd193a959d12c6
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,-hnBHBN8p5A/6.mp4,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7,1661111,"Discussion, how to discuss ideas and opinions more effectively than a native speaker",efd53156234a6fe19e1d8ddffac7dc78c44efc68a0a2f293dc30821bfdd094b8,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.401,13,0.0,3fbbf544d575e2863ec867e2a447542f5dbdd2fc796b35d4de31f4a3a83f941e
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,-hnBHBN8p5A/7.mp4,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb,1409433,"Picture this, before we actually start hacking, we’re in a room formal setting",96598849754d0594dd898377ebd1f8ce193af1491d5f002050f6dea780c7ca2f,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.372,13,0.0,2a6a8dca07f9c1171ded337f399f731908686d95d78e0142a0a76ab2eb5d38b5
-iRBcNs9oI8$_$3,-iRBcNs9oI8,3,-iRBcNs9oI8/3.mp4,39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50,988521,"Well, it is the secret of power pose",74ff88671014acdb3aa95ed965c04e597c2894bc5e2510e834841372ec31d977,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.621,8,0.0,dca407710d5bbc4eb4c06a7c307ec5b83516f67e994ce7f36ff1f5003d67b52b
-iRBcNs9oI8$_$6,-iRBcNs9oI8,6,-iRBcNs9oI8/6.mp4,030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3,1286164,What is a power pose,8b90c98e534344214d67a63ba80f4382929724c610d096f5740da1b2b8bfb1f5,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,2.903,5,0.0,1efa853c15b3c398a8ff60e1577180607a5a77b7f602452c441d9e2f76de4ac0
-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,-iRBcNs9oI8/7.mp4,cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081,980176,"Well, for starters, let's look at the word ""power""",f2ccb178171be521c123b772104e205402a7397a3add0912e887c1df79b2da01,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.104,9,0.0,34e6a1d97f23e4bd9310f1a453fedd4b8f2f97227a68a7abd53544c6ef205dcc
-iRBcNs9oI8$_$8,-iRBcNs9oI8,8,-iRBcNs9oI8/8.mp4,72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412,1166371,"I've drawn this man here, and if you can tell, he has a lot of big muscles, he looks very strong",8bf39f02221f36bddb8b51da6b6156a29d9cb435c1b1294db873b5956fc6e0a1,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,8.093,21,0.0,6cb4afbc812a588c0fa46201802561778812dbf11fb1344d07bb4d6ffdca3000
-iRBcNs9oI8$_$9,-iRBcNs9oI8,9,-iRBcNs9oI8/9.mp4,352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74,1084122,Power is similar to strength,77cfcd2dd3fe84ebeb9790e9e6d4c6cabd5e5ba4fdabfd581963eebbd450fba7,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,3.416,5,0.0,841c96591f891a4f535b83cb8c8bff6b4d57ad994e54bc9bef646145f828d3e7
-lzEya4AM_4$_$5,-lzEya4AM_4,5,-lzEya4AM_4/5.mp4,3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043,333185,"If it falls into oh any of those three categories, inducing nausea and vomiting would be your next step.",35fcdf82141bdf73ce0241597e565d4fd002ccc799d6dd0ad3d1ef73c7752968,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.675,19,0.0,f6c9ba0996e0324d1c9bd2e511e89eb29f50db329f8889233806c1fae19ad564
-lzEya4AM_4$_$6,-lzEya4AM_4,6,-lzEya4AM_4/6.mp4,ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18,1088736,"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.",fabeff19e5d6ebada7f1781ee2216e38f9de68a5663ff81db310a970026924ef,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,14.791992,43,0.0,aefcdf300e0f7d6b2ddabaf762fb4f177116a1bc120667850ec9b9ebdfddded0
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,1,-mJ2ud6oKI8/1.mp4,c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b,1040138,There are a dozen or more hands on techniques that we can do,26b67ad884639a25bddf06e9d77bcea529051bb8110a660e2f2742558c093b4d,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.103,13,0.0,ea2dfabb0bf2d71e7e3e8ce26b6be89ee7a59f06c83f10848318ae77647039bf
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,-mJ2ud6oKI8/2.mp4,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28,1471617,So physical therapists and chiropractors will do joint manipulations and mobilizations,672f0f80a7c9d3bdfe1dc1ab5a611f4dd39f48cbf8cc92518fc2d9a63106f872,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.731,11,0.0,c9ab373876f69443244fc9d1093df7cab0a21213d87ac028bbe8fd00674c80e3
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,-mJ2ud6oKI8/6.mp4,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d,562692,They are all very safe,f405d94b07de80ee5c8ec3140ca886ef28f35821d5e3484172a0e3dd8a510f80,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,2.257,5,0.0,2d65a1171ad8a65a1ada457fdb405750220e733e752e73b78270821e3a5cdf2f
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,8,-mJ2ud6oKI8/8.mp4,6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc,1578317,Sometimes we have to stretch that joint that is already irritated,2e12bc73d35a01c69f16156d6cb6f845532fd8e0876dc09ff94424e559b52515,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.192,11,0.0,41ca0976e5610e6e8683ce36f45036e8461a1e92d9640f92aaddf7ec2f08d81f
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,9,-mJ2ud6oKI8/9.mp4,df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47,1788453,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",765d339019d906539f8b80ef2a5d82081fafe052d9e525595c6bedb30d822753,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.033,22,0.0,1f68bedc031c00d65ef2fbcfbc90565a8b3cd2c8447b59721ebe50a06f4d71bd
-mqbVkbCndg$_$0,-mqbVkbCndg,0,-mqbVkbCndg/0.mp4,cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda,517424,"How, at a particular moment in time—our moment in time—are they limited",d2ec71d71a32912fa5fbf0916e1ce4f1673086a766e20ca968e1233418e0ec5f,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.466667,12,0.0,e78ed12915f2b0ad10d22c5382a269d175bfc57115b9a91f53da604ce21e0700
-qDkUB0GgYY$_$6,-qDkUB0GgYY,6,-qDkUB0GgYY/6.mp4,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b,404331,"We always love to hear what you say, and like and share this video as well.",876a79155132e90b3394e7cb3977b04230ce528b35b0e739502dc5c27169e7e0,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.677995,16,0.0,97ea0749255e20aa0b6c5cc9530cfcf80eda6bee97b491f5c8f75899299926ee
-ri04Z7vwnc$_$0,-ri04Z7vwnc,0,-ri04Z7vwnc/0.mp4,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b,188321,going to get married or are already married,67e24366653bb748973c629e8917b2d43c1a042a58c1a25055305cf96dd85d91,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,2.807,8,0.0,93302ed01566019fcd1ac464523920e640ca049ef550da014754f1e35eb81b91
-ri04Z7vwnc$_$2,-ri04Z7vwnc,2,-ri04Z7vwnc/2.mp4,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148,460082,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",485fc16ed107188fbeebd37d539df40b7e66a174cb2f7a52991e1993cc5b9707,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.027,16,0.0,ccb7f2c2a8627c3be7af476ca52481716a5ae05db150b0883cdee846bf5829f4
-ri04Z7vwnc$_$5,-ri04Z7vwnc,5,-ri04Z7vwnc/5.mp4,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736,550439,""" So I think it's important to discuss finances",b65c73ef4a0f7b9c2d61b5b240b4e1bf4faabd5bcaf23f266dee97618c4c4cb0,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,3.545,9,0.0,b2b6561171ad8efef8b11bac677a6272b81f145ba51c88909ee0816888ad8e6c
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,-s9qJ7ATP7w/0.mp4,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5,890272,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",826689db331adffd405a7e2ad84f6ca24ec97d2a9c5a0293eedef5941783b672,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.8,24,0.0,73fb3acffde8645d0b90c45380e4962c2402ba7e95773702662176217a448c4b
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,-s9qJ7ATP7w/1.mp4,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09,1431603,"But the hardest thing in life to learn, is to lose",8f6128c866cc3d5d668326149631575f43e8832d0037a251401a6c48a46cd6ed,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.791992,11,0.0,d6e44eeb614692877e2be42b87b4e796d2a6b93e17b0b767eb1dec88f7c5dd0c
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,4,-s9qJ7ATP7w/4.mp4,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9,639360,"I have lost at everything you can imagine, seriously",bf8e68db5decfd6cc6a296b6464a35fddb9bd64d99bdfb4fd9d0ec6e71474f9e,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.427018,9,0.0,92aa2925aea2b5e54175f899fd6bf6217933ef3fe0ab4739362934aaa3829343
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,5,-s9qJ7ATP7w/5.mp4,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae,1432255,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",e87c80d3bcdd80b34495c33e4cfdfb0de445d9ef44f28d5be83cda2335803a7d,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,8.561003,19,0.0,aec05b9092817c4d34ee0aae05aa11b4280ec90ef51f95d76c061b5b2467cc24
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,6,-s9qJ7ATP7w/6.mp4,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451,839808,But I just kept going,3ef0a00613818cf80e75e69aa518af01a331f1a71668609e052f9e13ff22e9e7,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,2.475,5,0.0,7c627262668e9df75a9c89c24109ea7bdaf44c607f60517603de3bdac0cade15
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,7,-s9qJ7ATP7w/7.mp4,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d,1601944,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",8455bf2ef7c23cdb49c5994385fcd2669f840a4e4916d7c2b85b19b93780bc1d,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.966016,28,0.0,357845013af4faa299f8776ba12621b566168de8c3161c2c4c4f91a61d220169
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,8,-s9qJ7ATP7w/8.mp4,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239,781494,""" And I said, ""Oh, make a profit, and all these other things",1b4d1af90ee59ff7239ce2e1b9dab817057f7d976e56958fd75923318dec442f,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,3.294987,13,0.0,9511627362fbcd16b233eaf18467416c82a71c3840dcee4f3526d8df4e6efe2f
-t217m2on-s$_$2,-t217m2on-s,2,-t217m2on-s/2.mp4,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8,282834,"But a good thing to do is yawning, chewing gum is effective.",09793b16c6e1b6b44ada9e79a3636bf42ba37ffe83e6a98739e10c49dfb52fb0,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.686003,12,0.0,be6a856d6688738a3dd13ab2a642e7eb8aee39dfb8ecd59ff5bdaf52c26c5836
-t217m2on-s$_$7,-t217m2on-s,7,-t217m2on-s/7.mp4,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7,648501,"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.",5b422b896fda787c86ddf5d5df10dd0f8f704ac91bf5848f0abc5d1895bac110,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,17.183008,45,0.0,42ed3823c589f9916286f22d5c03111375bbb1945f5144a60abfa9f9706580e2
-tANM6ETl_M$_$3,-tANM6ETl_M,3,-tANM6ETl_M/3.mp4,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6,1547930,"The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.",d0f8beb9e36254b4a7b32872ec3956aa92d44589400f7a4f15af8da5549a015c,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.758008,22,0.0,7784d823d8e702d032fde5f45937aa630de3a41bbfd3ad7051c28b336eb5950f
-tPCytz4rww$_$10,-tPCytz4rww,10,-tPCytz4rww/10.mp4,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8,512248,Say twenty percent so if you've got a thousand square foot condo.,c54b57e82c1769ce9a038b3d3ad3a81964c222e375792134fe3ea321c0db43b1,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,4.788997,12,0.0,3b72ee55cd5ac3c1b77b0372d621689750b701fb0508314a97395842cdb9336c
-tPCytz4rww$_$11,-tPCytz4rww,11,-tPCytz4rww/11.mp4,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d,361198,"Make sure that your using comps that are not larger, no larger than twelve hundred square feet.",08095db71ec8c8631236facd96a7cac07ab7ed0ff853867cebefb7e96358253a,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,5.466992,17,0.0,3555653971e79933530797edbdd1a1afe249f2cae58867ceaf2206795e986a5e
-tPCytz4rww$_$12,-tPCytz4rww,12,-tPCytz4rww/12.mp4,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5,831948,"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.",935dc7e6e8455bd1acb4066d756b9a009ef0b12339458c64be18674d50b101cf,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,11.863997,26,0.0,67bcf140f831ff43b0d214b081f409a0d1aac77d31e0395818b78413705f5cbc
-tPCytz4rww$_$16,-tPCytz4rww,16,-tPCytz4rww/16.mp4,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93,550547,So make sure to get a through or to do a through cleaning of the property.,06d8880f7151da8278664f4dcafe60368bba0a01955b6b9a8c9f5a688372e695,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,7.20599,16,0.0,2a8abd862bc5516ab0a1d5715fe86b424538a62a081472159b07e024ff583dc2
-tPCytz4rww$_$18,-tPCytz4rww,18,-tPCytz4rww/18.mp4,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776,625292,Do so and as well you'll also want to remove any clutter from that you've accumulated.,0213c1bbbdbbb60fb70172c4e6d51aeb74a7205151d2d798b7c96667d414c722,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.644987,16,0.0,e85e6e79bd6313a7325eb268546b9b64312da8e916f4ec8f9c37f1339c8b0953
-uywlfIYOS8$_$4,-uywlfIYOS8,4,-uywlfIYOS8/4.mp4,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9,557194,"And then from a brand point of view, we need to make sure we're driving the relevant insight.",d737909b534cfe89b07541f89d3ecb1b7e97f805ba1dfc1962ea3c475b97a063,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.044987,18,0.0,c2a1fa9adfc09485d8369d82a05f93a9468981e5fa75a572c02c2294259f05d6
-vxjVxOeScU$_$4,-vxjVxOeScU,4,-vxjVxOeScU/4.mp4,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719,431202,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",663559f09b501b1f8f041ae288e9e3ccc4fda3bace7c391d86afcff32386cc08,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,9.127018,21,0.0,03a6d589c353a51a09e56b7783c159b3a544959ee944915787a3f4edb5d0317d
-wMB_hJL-3o$_$7,-wMB_hJL-3o,7,-wMB_hJL-3o/7.mp4,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7,264692,So if you have a loved one who is depressed those are some of the things that you should think about doing.,092fd4485c2e7d5d4e7bdadaec522461a3f5fa45af4a148441d44ae495c3f238,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.04401,22,0.0,f79261e780d2efe147f06aa9b15b7590e2204376040d3386ba09ca6504850be8
-wny0OAz3g8$_$0,-wny0OAz3g8,0,-wny0OAz3g8/0.mp4,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d,458092,trade labor unions didn’t allow Black workers to join,fc637fb7e309729db1c10e9b2ec896a95f87238560df6594154a54550c85e49e,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,3.333333,9,0.0,e10d702ca3950b5d31a4ab52359af482ddb0cbf364ca409d7a80ec3d8721c7d3
-wny0OAz3g8$_$1,-wny0OAz3g8,1,-wny0OAz3g8/1.mp4,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8,1001717,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",4811dd2512e12a41704b25c37961cd00ee1857e5083a2f5c69d999b68ae96b13,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.84401,23,0.0,67ea78d101bf1db87b026ebb9e8c6f0598c2b8df06a5cb8dee5dc9adeee2a59c
-wny0OAz3g8$_$2,-wny0OAz3g8,2,-wny0OAz3g8/2.mp4,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a,1365442,"And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior",15562d374fc676ee0cb47bfe1b8bc536a34dd1fe30681b6507be3cdff47a08d3,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.686979,23,0.0,8ab7fe3620fc80a64af1f9490a3fe496d8e068ea534d515fb18d50a7ce611fac
-wny0OAz3g8$_$3,-wny0OAz3g8,3,-wny0OAz3g8/3.mp4,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce,1314050,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,55e3d9778d6c54ba0e345c732f64ab71f89a40e8b4ba4cc95c00fd1ef14d20b4,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.146029,20,0.0,f96af98464c43f8e9089d58fc74078b2de421435f6671eb453a5c045dfe20621
-wny0OAz3g8$_$5,-wny0OAz3g8,5,-wny0OAz3g8/5.mp4,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0,1349104,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",9c9828dcb91f8e3532d0e3dc66c88e52ac47eec14eefc5ea54e1f0ad0894e7ed,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.911979,20,0.0,d9027191f209db514d811fcbfb68f82c2c0188b7ba90758c65d1dea996185fa3
-wny0OAz3g8$_$7,-wny0OAz3g8,7,-wny0OAz3g8/7.mp4,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd,1016813,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,b9a3887ebc4083f41eb989691995164b78d2a3bae076e114d6bab627886ff913,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,8.067969,29,0.0,7ddeb734b4ac11b940dcd4a1f757c59583e8bbaa8844f989bd46004a0a71945c
-wny0OAz3g8$_$9,-wny0OAz3g8,9,-wny0OAz3g8/9.mp4,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136,1322886,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",a084cdf552bb692d0b81cec2a9a8934d59e731294245b9ca6945b2057d85ad66,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,6.213021,20,0.0,70595f899fe527eef6e9b9e98108df1b38b385569b7936a51cb1b3f12551042d
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,-yRb-Jum7EQ/1.mp4,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46,5017520,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",186478d349023d371d864220c1660ce8d987b36f2972f5cd5d87c4db145a180a,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,29.288021,49,0.0,bff7d49404f52a4b43c74eb1ad56221b73dc0007d301e49b7149e68dc41b9664
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,5,-yRb-Jum7EQ/5.mp4,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9,1599984,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",b1a7dcd8cb1edbff14e18c0dc9112def22b9df68e883121fbc3fd46aecec92e7,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,13.16901,25,0.0,eade80b486607dca782d3ed9503e6094e2efc36803bc5f47659d03a0571bb9bf
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,6,-yRb-Jum7EQ/6.mp4,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989,1779127,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",690765e3eb74923649edcafbfefc787f38ec6562d44f5bf52af1d246a416b8d2,827334f782b1f242c84ad944a657bc7f7c63643f71ae9c977811a3eecdd3ab33,11.241995,19,0.0,bf0b4471ab900f35f77539dfd153c70a75cadbf1a25671ddba33c71360c4f83f
